id,ecotype,trait1,trait2,trait3
84,dune,1.4293317952714981,0.40161522489308166,0.1396014768765376
85,dune,0.8504037255196089,1.0998260883895286,1.6183233957433476
86,headland,0.13063206663868973,1.3981130056399604,0.6535500283064549
87,headland,0.9174437533191867,1.3559875714961869,-1.0850595859401875
88,dune,-1.1054206721693034,-1.0663224705391676,-0.35532720413693675
89,headland,-0.49338668916989004,0.3074453543697976,-0.245348247707939
90,dune,-1.146520551376632,0.186930342944275,-0.3532346201306181
91,headland,1.1377177239886211,-0.7260074898008434,-0.7057539116990197
92,headland,0.5301983841194919,0.4951698372424371,0.9317914400761562
93,headland,0.804317350486111,1.6953485003973878,-1.1092086366929432
94,dune,0.013923472720679508,0.5724123751493223,0.5142793658222228
95,dune,-0.05682987065951012,1.9365885696383596,-0.532674302878399
96,dune,0.9378763728971811,-0.6950288008229957,0.49523740389524085
97,dune,-0.3162674811371095,0.06738241767962636,-0.626498967723412
98,headland,-0.003954002842269794,-0.014613359049967939,-0.24300390824564672
99,dune,1.960878341227528,-0.3204491403055617,-1.4955477125020853
100,dune,0.2749801843800505,-1.0667142570472712,0.6933575713019208
101,headland,0.0920038545345084,-1.4272461383096045,0.08530019546073088
102,dune,1.559660795151289,0.10384067475607969,-0.3431345097039711
103,headland,1.0196368240124505,0.3302575965864437,1.2766197594010578
104,dune,1.237120998332739,1.2235116444430245,0.24111685078417763
105,dune,-0.6558208324878037,0.07322147540806198,-0.25860133841477795
106,headland,-0.18070416029421849,0.8799858166504496,-0.5014254557356697
107,headland,-1.3516258143211193,-0.40339005644526127,1.0941864618406092
108,dune,0.8369727327021765,-0.46909866845759174,0.45810864422237263
109,headland,-0.17690394596473677,1.454920210423817,-1.5914715815885352
110,dune,0.7665570155586225,1.1859923708741373,0.8310823746486888
111,headland,0.11288264966357595,-0.8457647995142538,0.6120592479754273
112,dune,1.1152299102354692,0.2919638827058333,-0.5415290697263611
113,dune,0.006052622694528942,0.07017194905779844,0.7394544618728799
114,dune,-0.8048777753297847,0.44029055400936956,1.5053529915673844
115,dune,1.1995008086551882,0.042150076776122536,0.059391168019597415
116,dune,-0.25158388415421545,-0.7538942176004558,-0.9934078337589688
117,headland,-0.31487836387540524,1.7197904745875974,-0.3421447238265592
118,headland,-0.1370453132278089,0.2654704668490363,-0.5052860263341626
119,headland,-1.082951744225517,-2.222474805176094,-1.0209209300521913
120,dune,-0.42108657181343484,0.8937813381172063,-2.400818205670797
121,headland,1.0707675929532514,0.17892790264054792,-0.45468318648132294
122,headland,-1.51076146781702,-0.7371009714630765,-0.8003935311688791
123,headland,0.09231367164208734,1.1421113897152602,0.11934361015689003
124,headland,0.6164377328562026,-0.15409018918690762,-0.030810616990816567
125,dune,1.9203024200121415,2.4657502133067557,-0.8656988960314137
126,dune,0.6850138841471012,0.6492519673275594,0.04543304770017528
127,dune,-0.696153726679785,-0.9286809655836697,0.19076596121450226
128,headland,0.17952615759152726,0.2515869472599702,-1.4034650522822558
129,dune,2.043639322262339,-0.6897514169499519,1.3947798949520709
130,dune,-2.4601461696612184,-2.43101905971161,-0.6921517251229995
131,headland,-0.4920838834440616,-0.2056874060909871,-0.18156910634937518
132,headland,-0.38971495760813935,0.8490767069959171,-1.8028896935790033
133,dune,0.9024745573909796,0.6281287680860231,0.1491488190321401
134,dune,-0.2930333495011594,0.01518646580904695,-0.6003985758767306
135,headland,-0.6929160266940305,1.0003340245462942,-0.10214388968168113
136,headland,-1.086974659722772,-0.8095412164858731,0.32173364707798996
137,dune,0.4445154613430184,-1.1353015055816085,-0.40385012761150285
138,headland,-1.6223050719826864,0.8163941971155152,1.2855040028605131
139,dune,1.7843250112549092,-0.7934762483963043,-0.6347997579054908
140,dune,-1.0587694730648993,-0.17442307634511164,-0.048910387105595504
141,headland,-0.7401848813305715,1.622114117669246,0.5761269592039601
142,dune,0.9802260200329902,0.07790872989358807,-0.13863392504474645
143,headland,0.02100952719300528,0.33234548008121634,0.9420730994109665
144,dune,-0.13208973099487326,0.08882397655535412,0.9512757745484659
145,dune,-0.778448201724403,0.04222026814667623,-0.8595232923178092
146,headland,0.6029114103228214,1.762041163772615,1.719609358462227
147,headland,0.5113861730368848,1.1696650626165839,0.10339342788897464
148,dune,2.018943884141936,-0.7011197854778972,0.69133194539011
149,dune,0.632696648834608,-0.6315214422354115,0.8380001987511737
150,dune,1.7452717079776512,-0.028166665122522,0.6012386159858522
151,dune,-1.4170671971514863,-2.107167780685042,-0.010556529796206277
152,dune,-0.19350594539429877,-0.46330137843496366,-0.4667344080519651
153,headland,-1.2531029951842612,0.06347662274460442,0.7860089237811961
154,dune,1.6016708276046352,-0.9768374645171313,0.052233087355193136
155,headland,-1.720806828983784,-1.218215860566797,-0.8340782877100817
156,headland,1.0053798240286096,1.590819045417321,-0.5474952955029873
157,dune,0.13705609560024046,-0.827745648622216,-0.9465955881911593
158,dune,-0.5612683240909346,0.7398738582443457,-0.5454322010658501
159,headland,-0.8697491808139511,0.7587347674764406,0.5390857334105194
160,headland,0.00378108145542376,-0.8755148091756692,0.24679894051698698
161,dune,2.324224351467284,1.7490144812087436,-0.5779536118899314
162,headland,-2.1004258848504103,0.5892424558005289,1.398146712342338
163,dune,0.013128505872511381,1.3443124783837865,-0.5875510628702527
164,dune,-0.9575512397997576,-0.2598705569458619,-0.3121341564200031
165,dune,0.9068383796342896,1.7523459501561303,0.4105149796683858
166,headland,0.17547943345683584,0.2601747837885864,-1.0044176349967777
167,dune,1.616890401398259,2.331548476842803,-0.05230695739501093
168,headland,0.5034763383110951,-0.4779340055443019,-0.47445747378847947
169,dune,-2.000108556316932,-1.430826156048537,0.05134463190937169
170,dune,1.9901725729644257,-2.012072475076141,1.2222367358015518
171,dune,-0.1411209796036193,0.5454908688705497,-0.44592591881628774
172,headland,-0.008633341561632563,-0.4209094343470019,0.1821165726018646
173,dune,-0.3442238192141152,-1.367466287567345,2.1184387131319347
174,dune,2.5087297992550925,2.0614947755729385,1.2389602726064712
175,headland,-0.23465692349332531,0.35205429023879764,0.16302432175773046
176,dune,-0.11714690999576965,0.2592516601824517,1.3594270736514964
177,headland,0.6302228333148419,-0.4037901372221082,-0.055350510430665814
178,headland,-1.436503281343339,-0.33092005611591213,-1.1016237736421823
179,headland,1.7456785973667577,-0.8677062856214209,-0.5597735761995962
180,headland,-0.6523810137472261,-0.9117018645013092,-1.424922735316632
181,headland,0.6288601612308674,0.83475420055688,0.6074874726607657
182,dune,-0.207708817179815,-0.37737973794476154,-1.240869422716865
183,headland,0.15428951779946867,0.6483786630295756,-0.09968670927631845
184,dune,0.7155815500457372,-0.9133991594365155,0.5364616025184824
185,dune,-0.33392861590580164,-0.5752790040231014,-0.06797454274671388
186,headland,-0.5330186435186838,-0.34263583734339664,-0.359165506680571
187,dune,1.987118702572596,0.7011902608597735,1.0546681550462527
188,dune,0.01867529636700621,-1.4469628271677712,0.5236993823283879
189,headland,1.9429325459580409,-1.5997345065159012,-0.9047989767962352
190,dune,-1.9309157154203438,0.43617810245296773,-0.06665722075645245
191,dune,-0.1623546810337657,1.1652087073423583,1.0116637750190176
192,headland,-0.09655296890409643,0.8751459147677122,-1.0512164805661264
193,headland,1.066732895934232,-0.028540350296551498,-0.3464316446055184
194,headland,1.4195213496692747,-0.042886943917282844,-0.22645876587369712
195,dune,0.022786306000300904,-1.290047587601755,-0.042471597178045856
196,dune,0.6715526585911569,-1.0898043394941768,0.2303903113116861
197,dune,0.4686228027142419,-0.47706273056417725,0.08889978942203355
198,dune,-1.0699033947576042,1.0307366852157354,-0.026785484396575382
199,dune,0.44030157876075227,0.22109707572915457,-0.6973340695613807
200,dune,0.004690286335272853,0.29932239292168006,-0.049048189708061324
201,headland,-0.43860107280387195,0.511872135969213,-0.6931789987079352
202,dune,2.1458715836398383,0.8221125305937799,1.8282784581196276
203,dune,-0.0322909032240955,-0.08019068563704164,0.7995563393011229
204,dune,2.3769387596012725,0.8436402260471055,1.6796803976263779
205,dune,0.02170644907892294,-0.1221967814281866,0.946694502177096
206,dune,2.4380737199086266,0.11372159662767353,-0.053463833833967744
207,dune,1.2957361574053827,1.0284267935631775,1.2646649316909737
208,headland,0.14660975617101743,1.2150409987627664,-1.259001701419537
209,headland,0.9904314490468139,-1.086140465371221,0.981793945368086
210,dune,0.08829977488293307,-0.9500042906540547,1.722547913500053
211,dune,-0.5432095630139568,-1.558300020062645,0.5752660148917171
212,dune,-1.037520726064978,0.21164679496600622,-0.24889239372203795
213,dune,1.0052657576758899,-0.5471515464971846,1.9525306002658507
214,headland,1.0928190613026427,0.7332579287739659,0.2748702793677572
215,headland,0.34947837216387656,-0.4743985992575177,-0.009989275869322259
216,dune,-0.5131924811702024,-1.6924414550025393,0.0589179122797355
217,dune,-0.1799872516831324,-1.0418866158824327,0.09405542994567276
218,headland,0.8084089621037069,-1.982434146794378,0.7194769349226013
219,dune,-0.3631148910464492,-0.10690348247717368,-0.6425090140914226
220,headland,-1.5419374178335712,0.21565356342522848,0.43332535666062916
221,dune,-0.09531247469445375,-0.6996427438708571,-0.7033547446619203
222,dune,-0.058934140083901576,-1.5258284757782272,-1.3838250385881787
223,headland,-0.9802573517839542,1.0922185501953356,-0.13968783248926775
224,headland,-0.30854217640602366,-0.005059754541595823,0.30971031167755203
225,dune,1.0281966926665205,-0.5896107382896236,-0.39070045829858957
226,headland,-2.4415659971660575,-0.37720318854815604,0.777593256447939
227,dune,0.7459192928595824,-0.77976501816935,-1.6032730502540433
228,dune,0.6977863265105356,2.4850903780119094,0.17088813257274665
229,dune,-0.3336537139992464,1.0024565186050962,-1.6369341738432526
230,dune,1.4907959884274025,0.999486177586559,0.9989363689929259
231,headland,1.3696002923702273,-1.3438473274973424,-0.600319163618716
232,headland,0.10214320732428853,1.6934550657418685,1.0135748117858037
233,headland,0.4489766038496744,1.8884963781065822,-1.0868439156434275
234,headland,1.037024127064476,0.21795364527663488,-0.453637480599654
235,headland,-0.1710517753749501,-0.03257917584460138,0.3400324838005134
236,headland,0.15202430727923863,-0.7024937045852259,-1.3770586233870588
237,dune,-0.9326886999706869,-1.1868411441517832,-0.5288291581223276
238,headland,-3.017872315020728,-1.317354497013979,-0.13691633223113586
239,headland,0.058797788175918714,0.8222031154725838,1.4300819558681674
240,headland,-0.11538346552841469,0.07379022987330855,-1.5389290729601108
241,headland,1.6232236931022501,-0.14793992880596754,0.36024342227392425
242,headland,0.17372091947970505,0.22471639899498655,-0.3988911001689229
243,dune,0.287840835519901,-1.5667737955327985,-0.07432990666974232
244,dune,0.24603278851752464,-1.6273503196040142,0.12089591330197363
245,dune,-1.3168863641031219,-2.2807592763081215,-0.5163162617116197
246,headland,0.41969898904551206,0.8638682700704591,-0.8077473309069465
247,dune,1.3015643426897423,0.7654028547922184,0.761029628139355
248,dune,1.4869792355225462,0.14070382377958904,0.42356459420524195
249,dune,-1.8066655901726272,0.35354900456047533,1.1011713399674912
250,dune,0.9331566327291185,1.3663338862235812,0.4433239486759132
251,headland,-0.35893148370188654,-1.1651422172608048,-0.4623493143236645
252,headland,-0.6732140274296853,-0.42427127939295683,0.7058761451772817
253,dune,-0.02174688035076816,-1.2207058151478765,-1.1027766280962963
254,headland,1.7034653617801525,0.43801613400204464,0.27337775339481013
255,headland,1.4516286357377925,1.5581192343521075,0.408649848775343
256,dune,-0.7602390567982873,-1.0866601581511268,-0.014825118807443666
257,headland,-1.1038117117422297,-1.1115711175636043,0.6797345836230674
258,dune,-2.056215717933058,0.456183205793821,-0.38886755259032646
259,headland,0.20533229120539273,0.18744045518330874,0.8642614798527248
260,headland,1.0934578108306379,0.5093750819018241,-0.2167227684119047
261,headland,-0.8331084771221943,-0.8352152786797514,-0.35400380415760324
262,dune,0.1315947065337843,0.38384928621735814,-0.18055071188255514
263,dune,-0.988574607930536,0.6504307774291124,-0.288886974868922
264,dune,0.11246789790895625,-0.22161562414949745,1.2022883901207078
265,dune,1.463123023263332,-1.3183297890991663,-0.021890809945540796
266,dune,-0.29948435359082054,-1.3918043155512037,0.2972910972230467
267,dune,0.29189173390440826,0.0698927118241269,-0.4833894328905627
268,headland,0.5650222208797405,-0.9401218945753856,1.4831997817408076
269,headland,-0.542241229874219,-0.24947579458894578,-0.6808203755523781
270,dune,0.08003318687280525,0.9781554464501646,1.0271949567659964
271,headland,0.8394555593581076,-0.2671322989590944,-0.5598913195889779
272,dune,0.9314855444422718,1.0381412412851763,-0.14543035412921604
273,dune,0.6823660638462588,-0.1878496680393664,0.5910706579193726
274,headland,-0.02710389322514023,-0.757073779201911,1.7269466877092123
275,dune,-0.1099644926247858,0.9172263216555819,2.551155900020182
276,headland,-0.0970092935447732,-1.4670579408796034,-0.552664597496283
277,dune,-1.3830919834782567,0.9791808680557891,0.05132907169152304
278,dune,-0.08682311355520195,-0.8140729825874489,0.7099490951477628
279,headland,0.5364019173401166,0.045873913611753886,-1.139586208011803
280,dune,-0.08268465679463921,-0.8676514401356078,0.7563947030063831
281,headland,-0.7494632323272086,-1.64182336940611,-0.4863552334520868
282,dune,1.704604886293563,1.6225714918493492,-0.8075722350076379
283,dune,-0.5879027994270134,-0.29958116285291947,-0.16416284203115902
284,dune,1.8064806408359717,1.205364849255638,0.09241081951688676
285,dune,-0.8380646383720067,1.8270124761926971,0.0678740382323634
286,dune,2.2728060955287863,-0.40076008936158236,-0.3762818030693377
287,dune,1.8459554980527384,-0.09991070428284285,-1.4312582367761673
288,dune,1.8700014201431407,2.25921918167256,0.8312839719559623
289,headland,0.2687826284684991,-2.112879446446091,-0.9124897911619532
290,headland,1.2011026870544521,0.9090639703217437,0.21192920785527863
291,dune,0.854999072235987,0.5683790959739058,-0.09541317239163291
292,headland,-1.8617649120061204,0.16972451457842835,-1.971518990505017
293,headland,0.03604452879862388,1.2690886444675136,1.265431119064231
294,headland,-0.12709663022395185,1.8247582032349274,0.5000599463234842
295,headland,-0.1718167540096551,-1.5645545256348479,-1.107903060796281
296,dune,0.42296121574668694,-0.8022428621614822,1.139581229975906
297,dune,0.6315747203554996,-0.7589981900682611,0.29993018276857375
298,headland,0.661635917806303,-0.6217477735829665,0.383384221916062
299,dune,0.3622404006429093,1.2732877809725984,2.1398437381598003
300,dune,0.2581401053263687,-1.1146611482174178,-0.5542406395618525
301,dune,1.7917118782274535,0.01390873247603766,0.23519806212501224
302,headland,-0.23848737156194613,1.3335010837783543,0.7083683340544268
303,headland,0.8771265334578695,2.9211815029247323,-0.31752027835638486
304,dune,1.7089111407715214,-0.3606802919131763,-0.12512086108986462
305,dune,0.580711694353331,-0.2591835719344764,0.7650071432010531
306,headland,-1.3735914479166151,0.029683876061657483,0.3639854067821736
307,dune,-0.6376276251414745,-0.41236596464839304,1.892893939801421
308,headland,0.6147754039306655,0.09290524003109871,-1.1990801540200506
309,dune,-1.3033781764948862,-0.7643746538501831,0.004133643160225714
310,headland,-0.1502613769158329,-1.2193693016216267,-0.5405656761255179
311,dune,0.14473038667426302,-0.1814007347186547,0.1940449820366046
312,headland,1.2423525612416433,-1.0146199229430066,0.3161004321962039
313,dune,-0.18643206259917372,0.5691788802880927,1.790701385078352
314,dune,0.5381295813654785,0.4330922680490604,-0.48289618656488087
315,headland,-1.5272045632831042,-0.263900968973826,-1.0582107410023687
316,dune,0.33425204577527606,-0.9419216627886531,0.4664715240310019
317,headland,0.6700597971883698,0.6644640393386013,-0.06364541674223818
318,headland,0.6982603951233061,-1.805612211843158,-0.32952557724329
319,headland,-1.3314027917828244,0.2746928397805102,-0.21414831689258523
320,headland,-1.3885549559996657,-1.072226828400245,-0.539535273012619
321,headland,-1.9245651420208572,1.5072650695881034,0.47646062013816287
322,dune,1.6691049703251004,-0.5006104009484994,-0.22526348043090746
323,dune,0.699203364135559,-0.5646208008899105,0.02786413650797137
324,headland,0.06583801914080187,-0.01944817773095192,-0.9082036090341531
325,headland,-0.6403280702363199,-1.6537216799272065,-0.6038375908092397
326,headland,0.15374105327601525,0.03649102860116135,-0.3058469789063732
327,dune,-0.42477854620287675,-1.1474255813923089,-0.11734210011975577
328,headland,-1.446173493158434,-1.4032182186636208,-1.2521220192375895
329,headland,-0.8890001630033139,0.20544916826740112,1.3570584440273417
330,dune,0.0892426593341279,-0.5221764168422285,-0.3889539993433102
331,headland,0.20429422123089105,0.1367600097227749,-1.1005405213890793
332,dune,0.892299833635207,0.1539258568143779,1.1718261583077396
333,dune,-0.6134870080530952,-0.3518144476942102,-0.27532213429531416
334,headland,0.3526922021493467,-1.0019396611141165,0.2079802233992733
335,headland,-0.9288369404047522,-0.8302583309379455,1.1839745859491506
336,headland,1.600911701510539,0.03693909105664597,-0.47528660887087254
337,headland,0.984381569386544,0.6814451577953743,1.0459681930308726
338,headland,0.812621368844831,0.12166291788213482,-0.33992032598610084
339,headland,1.1500713793493755,0.4176553196360979,-0.6097780166281611
340,headland,-1.5493979155057738,-0.20204047555130508,-0.4977376912919443
341,dune,0.41717972028255346,-0.8098080901692353,0.01844825951429732
342,headland,-1.5826320742765208,-0.6340197226088073,-1.1524061149525593
343,headland,-1.7923911015843106,-0.19214594296726648,0.7783021033955014
344,dune,-0.2737091811948729,-1.0418909934559022,-1.8477955205061334
345,dune,-0.7847496094849182,1.1440206830593462,0.5305798173943481
346,dune,-1.0257250962373836,0.1182424489945623,0.30461870425082754
347,dune,1.112528836286118,0.3143974707879851,0.15152928703404694
348,dune,-1.059743711796979,-0.49200501374354644,-0.4352436665315418
349,dune,-0.9382058828806126,-0.54120501062661,-0.8325836232528175
350,dune,-0.020156838976913394,-0.32812488804059203,-0.31647697031345035
351,dune,1.0207235071356056,-0.8320952209220053,-1.454291505998012
352,dune,-0.9181206167056726,-0.5612081009368595,-0.23257900468621986
353,headland,-0.12512832687194933,-0.3308604823799449,0.08512084527386392
354,dune,0.6930481647523189,0.01911475317345171,1.8397111675225115
355,dune,-1.809720407089315,0.9613321977890336,1.027983542354881
356,headland,0.7041037896670664,0.03714246578229044,-1.061442530863022
357,dune,1.4132873405696822,0.859412986016586,-0.25063978414178945
358,dune,0.5675226919233384,0.07983456693702742,0.5989606720657865
359,headland,-2.592326540777009,-1.9239188335838855,0.47166611155380017
360,headland,1.2806380858094863,-0.48034401252308434,0.2032306312458017
361,dune,-1.0443007248476315,-1.6439948138999707,-0.670951971673266
362,dune,-0.4250763888841273,-0.11469097225715943,0.08700604407186704
363,dune,-2.045658849660529,-0.39418849482352114,-0.948175673815678
364,dune,0.5362562252891434,-0.33844474655160517,0.3276868877228425
365,headland,-0.1363069553006386,-1.1724492431073075,0.3286745582243581
366,dune,2.1775987539834736,-0.5802515488571294,-0.3190337864129338
367,dune,0.3113344555533027,0.48828980526133614,0.5419494256407148
368,headland,0.21198743075712714,0.15977957945884905,1.2010742221525852
369,headland,-0.6796879223569304,1.651593866451384,0.2798548129679268
370,headland,0.7378973852816161,1.92871381420433,0.2890599438253972
371,dune,-0.6925121802323868,-2.643642092118472,-0.8809202816347971
372,dune,1.2406238347612846,0.5833487708699737,-0.1421773897809275
373,dune,1.2746252835260183,-0.8517176502980636,0.6925206149135602
374,headland,-1.0225307683726332,-1.0787857183255964,-1.0235392735875921
375,dune,0.4056374694161999,2.1752724985095346,-0.43790244215095253
376,dune,-0.8013799005286097,-0.9073728077217317,-0.81601782525307
377,headland,0.5919880349658103,-1.141056877704259,0.10512655680722548
378,dune,-0.22261727989511004,0.8653730477093416,-0.4727769633717601
379,headland,-0.662218517457934,-1.0666737516127893,-0.2743617826399418
380,headland,-0.6370764564240409,0.25814265071261544,0.24434327704446268
381,headland,-0.5578313918080773,-0.8599567182351928,-0.25339158919649324
382,dune,-0.8420345158152096,0.8534956666774163,1.112644065646171
383,headland,1.6267922895162314,-0.8110306414106819,1.995387377925282
384,headland,0.2958239715338822,0.33799767017009275,-0.37302239944511983
385,dune,1.1032858453518855,-1.5418942819551054,-0.1889931004911594
386,dune,0.8711437864812244,-0.257104768772074,-0.9306993169741885
387,dune,-1.1123587692579442,0.7021327006857928,0.21442664676177722
388,dune,0.5072104818194496,-1.2278838758537725,0.3013741519677242
389,headland,0.4328785515010588,1.9538839301373265,-0.44274452629796957
390,headland,-1.3932491914321385,-2.2863581000887265,0.2847574070472656
391,dune,-0.04031636111522974,-0.40082506199200374,-0.393768167825451
392,dune,1.1332514404259741,0.29972101099176374,-0.7837947965907671
393,dune,-1.9404446818689618,-1.7208612826822822,0.4964088627849673
394,headland,-0.7324143573074482,-1.00552473146747,-0.8894743050405461
395,dune,-1.1614409118016922,-0.7735072266332635,0.18915416830930346
396,dune,0.8528247493135821,-0.4180301984610223,0.4228524531265302
397,headland,-0.9701517211655796,-0.7671285879393254,-1.4298913816055987
398,headland,-1.9645122574533653,-0.361653303343513,-1.4486357752478618
399,headland,1.254699861313581,-0.15783053901121566,2.2635929643388732
400,headland,0.25313609906360723,0.3693212359445792,0.041983609734622715
